district,taluka,area,registrationNo,propertyName,propertyAddress,noOfRooms
South Goa,Salcete,Betelbatim,HOTS000537,Arvin Joe Guest House,"H.No-10 (1), Gonsua,, Betelbatim, Salcete, South Goa",5
South Goa,Salcete,Betelbatim,HOTS000588,Coconut Grove Ryale,"H No 43/E(1) & 43/E(2) Pockvaddo, Betelbatim,
 Salcete, South Goa",7
South Goa,Salcete,Betelbatim,HOTS000595,The Shining Getaway,"H.No.58/B(S5) Ranvaddo, Betelbatim, Salcete, South
 Goa- 403713",2
South Goa,Salcete,Betelbatim,HOTS000596,The Village View,"H.No.52(1), Ranvaddo, Betelbatim, Salcete, South Goa-
 403713",1
South Goa,Salcete,Betelbatim,HOTS000643,Pereira Homes,"H.No. 12/1 (F1) Gonsua, Betelbatim, Salcete, South
 Goa- 403713",1
South Goa,Salcete,Betelbatim,HOTS000647,A'S Holiday Guest House,"Sunset Beach Ranvaddo, Betelbatim, Salcete, South
 Goa- 403713",6
South Goa,Salcete,Betelbatim,HOTS000648,A'S Holiday Retreat,"Next To Golden Sands Apts, Betelbatim, Salcete, South
 Goa- 403713",8
South Goa,Salcete,Betelbatim,HOTS000695,"Antonio'S Residency Goa, Betalbatim","H.No. 11/B(Gf2), 11/B(Ff-1),11/B(Ff-2), 11/B(Sf-1),
 11/B(Sf-2) Gonsua, Betelbatim, Salcete, South Goa- 403713",5
South Goa,Salcete,Betelbatim,HOTS000698,Jasminn Hotel,"H.No. 79 Nagwado, Betelbatim, Salcete, South Goa-
 403713",55
South Goa,Salcete,Betelbatim,HOTS000750,By The 'C',"H.No. 34 A Near Alila Diwa Behind Christ King Chapel,
 Betelbatim, Salcete, South Goa- 403713",3
South Goa,Salcete,Betelbatim,HOTS000771,Sunset Inn,"H.No. 70/2 Binvaddo, Betelbatim, Salcete, South Goa",3
South Goa,Salcete,Betelbatim,HOTS000772,Sunset Inn,"H.No. 70/2 Binvaddo, Betelbatim, Salcete, South Goa-
 403713",3
South Goa,Salcete,Betelbatim,HOTS000776,Benedita Guest House,"H.No. 2 (1) Ward No. 1, Betelbatim, Salcete, South
 Goa- 403713",3
South Goa,Salcete,Betelbatim,HOTS000777,Benedita Guest House,"H.No. 2 (1) Ward No. 1, Betelbatim, Salcete, South
 Goa- 403713",3
South Goa,Salcete,Betelbatim,HOTS000801,The Beach Villa,"Plot No. 24/C Sapna Beach Colony Lovers Beach
 Ranwaddo, Betelbatim, Salcete, South Goa- 403708",4
South Goa,Salcete,Betelbatim,HOTS000883,Jerone's Home Stay,"H.No. 13 Gonsua, Betelbatim, Salcete, South Goa-
 403713",3
South Goa,Salcete,Betelbatim,HOTS000918,Carlos's Sapphire,"H.No. 68/2 (FF1) Binvaddo Betalbatim, Betelbatim,
 Salcete, South Goa- 403713",6
South Goa,Salcete,Betelbatim,HOTS000953,Villa A1 L&L Sunset Meadows,"Ranwaddo, Village Betalbatim, Betelbatim, Salcete,
 South Goa- 403713",3
South Goa,Salcete,Betelbatim,HOTS000956,Nanu Resort Guest House,"Nanu Beach Retreat Betalbatim Beach Thondvaddo, Betelbatim, Salcete, South Goa- 403713",16
South Goa,Salcete,Betelbatim,HOTS000960,Oscar Teles,"Cf2 Near Alagoa Resort, Betelbatim, Salcete, South Goa",2
South Goa,Salcete,Betelbatim,HOTS000981,Hibiscus Villa,"H.No 79e Nagvaddo, Betelbatim, Salcete, South Goa-
 403713",4
South Goa,Salcete,Betelbatim,HOTS000982,Bougain Villa,"H.No 79f Nagvaddo, Betelbatim, Salcete, South Goa-
 403713",4
South Goa,Salcete,Betelbatim,HOTS000983,Plumeria Villa,"H.No. 79g Nagvaddo, Betelbatim, Salcete, South Goa-
 403713",4
South Goa,Salcete,Betelbatim,HOTS001004,Casa Lontano,"Villa No B2-4 L&L Sunset Meadows Ranvaddo,
 Betelbatim, Salcete, South Goa- 403708",3
South Goa,Salcete,Betelbatim,HOTS001026,Jasmine Guest House,"H.No. 13/C(Gf1), 13/C(Gf2), 13/C(Gf3), 13/C (Ff1), 13/C(Ff2), 13/C(Ff3), 13/C(Sf1), 13/C(Sf2), 13/C(Sf3)
 Gonsua, Betelbatim, Salcete, South Goa- 403713",9
South Goa,Salcete,Betelbatim,HOTS001050,Oscar Teles,"Flat No. 79/ Bt1 Ranvaddo, Betelbatim, Salcete, South
 Goa- 403713",1
South Goa,Salcete,Betelbatim,HOTS001069,"Golden Sands Beach Hotel And
 Spa Pvt Ltd","Unit B/3 Ranwaddo, Betelbatim, Salcete, South Goa-
 403708",2
South Goa,Salcete,Betelbatim,HOTS001078,Serenity By The Field,"H.No 49a Nagwaddo, Betelbatim, Salcete, South Goa-
 403713",4
South Goa,Salcete,Betelbatim,HOTS001115,Casa De Familia,"Ho.No.12, Ranvaddo,, Betelbatim, Salcete, South Goa-
 403713",3
South Goa,Salcete,Betelbatim,HOTS001133,Bandodkar Guest House,"H.No 12/C (Ff-F1), 12/C (Ff-F2) Nagvaddo,
 Betelbatim, Salcete, South Goa- 403713",4
South Goa,Salcete,Betelbatim,HOTS001144,Christina Guest House,"H.No. 2 Pock Waddo, Betelbatim, Salcete, South Goa-
 403713",1
South Goa,Salcete,Betelbatim,HOTS001203,Kore Villa,"H.No 54/D Binvaddo, Betelbatim, Salcete, South Goa-
 403708",3
South Goa,Salcete,Betelbatim,HOTS001231,"2bhk Pool Facing Luxury
 Homestay In South Goa","23a(H3) Ranwaddo, Betelbatim, Salcete, South Goa-
 403713",3
South Goa,Salcete,Betelbatim,HOTS001234,"1 Bhk Luxury Beachside
 Homestay In South Goa","23/A(D2), Ranwaddo, Betelbatim, Salcete, South Goa-
 403713",2
South Goa,Salcete,Betelbatim,HOTS001240,House No 504 I,"H.No.42 /A4(4) , Thondbaddo , Betelbatim , Goa (Nanu Retreat), Betelbatim, Salcete, South Goa-
 403713",1
South Goa,Salcete,Betelbatim,HOTS001241,"1bhk Luxury Homestay In South
 Goa.1 Km From Beach","23/A(F2), Golden Sands, Ranvaddo, Betelbatim,
 Salcete, South Goa- 403713",2
South Goa,Salcete,Betelbatim,HOTS001282,Praia Da Oura,"Survey No. 9/2 Gonsua Beach, Betelbatim, Salcete,
 South Goa- 403713",22
South Goa,Salcete,Betelbatim,HOTS001285,Seashell,"H.No. 109 Nagvaddo, Betelbatim, Salcete, South Goa-
 403713",3
South Goa,Salcete,Betelbatim,HOTS001340,Villa Agastya,"House No. 29/B, Nagvaddo,, Betelbatim, Salcete, South
 Goa- 403713",4
South Goa,Salcete,Betelbatim,HOTS001350,Papa'S House,"H.No. 2 Chawl, Betelbatim, Salcete, South Goa- 403713",3
South Goa,Salcete,Betelbatim,HOTS001369,Sapana Meadows,"H.No.28/B F1, F2, F3, F4, F5, F6, G1, G2, G3, G4, G5 &
 G6, Betelbatim, Salcete, South Goa- 403713",16
South Goa,Salcete,Betelbatim,HOTS001375,"1 Bhk Luxury Homestay In
 Betalbatim South Goa","Unit A1, Betelbatim, Salcete, South Goa- 403713",1
South Goa,Salcete,Betelbatim,HOTS001390,Majorda Beach Cottages,"H.No 35/A Gonsua, Betelbatim, Salcete, South Goa-
 403713",4
South Goa,Salcete,Betelbatim,HOTS001418,Suchi'S Villa,"H.No. 24/F/2 Ranwaddo, Betelbatim, Salcete, South
 Goa- 403713",3
South Goa,Salcete,Betelbatim,HOTS001431,Villa 507 Nanu Retreat,"H.No. 42/A7(7), Thondvaddo, Betelbatim, Salcete,
 South Goa- 403713",4
South Goa,Salcete,Betelbatim,HOTS001447,Villa Reverie,"H.No 24/F/3 Ranvaddo, Betelbatim, Salcete, South
 Goa- 403713",6
South Goa,Salcete,Betelbatim,HOTS001510,George Guest House,"H.No 59/B Binvaddo, Betelbatim, Salcete, South Goa-
 403713",2
South Goa,Salcete,Betelbatim,HOTS001520,Villa Morning Glory,"House No 24/D Ranvaddo, Betelbatim, Salcete, South
 Goa- 403713",4
South Goa,Salcete,Betelbatim,HOTS001528,Villa 528,"Bunglow No. C/28, Thonwaddo, Betalbatim,
 Betelbatim, Salcete, South Goa- 403713",2
South Goa,Salcete,Betelbatim,HOTS001541,Manuel Zenon Teles,"H.No 62(1) Ff Binwaddo, Betelbatim, Salcete, South
 Goa- 403713",2
South Goa,Salcete,Betelbatim,HOTS001544,Constancio P Da Silva,"H.No 14(3) Ranwaddo, Betelbatim, Salcete, South Goa-
 403713",2
South Goa,Salcete,Betelbatim,HOTS001580,Nanu Retreat Villa 530,"Bunglow No C/30, Nanu Beach Retreat,Thonwaddo,
 Betalbatim Beach, Salcete, South Goa, Betelbatim, Salcete, South Goa- 403713",1
South Goa,Salcete,Betelbatim,HOTS001600,Mariano Guest House,"H.No. 54/A Ranvaddo, Betelbatim, Salcete, South Goa-
 403713",2
South Goa,Salcete,Betelbatim,HOTS001644,Sandy Shores Villa 512,"H No 42/B6(12), Nanu Retreat, Thondvaddo, Betalbatim Salcete Goa, Betelbatim, Salcete, South Goa",3
South Goa,Salcete,Calata,HOTS001686,Asha Niwas Holiday Home,"H.No.247/8(15) ,Saudades,Carbota-Vaddo, Calata,Salcete-Goa, Calata, Salcete, South Goa- 403713",3
South Goa,Salcete,Carmona,HOTS000005,Lazy Frog,"H.No-130/A(1) & 130/A(2), Carmona, Salcete, South
 Goa- 403717",9
South Goa,Salcete,Carmona,HOTS000218,Casmy Guest House,"H.No-692/A, Zalor, Carmona, Salcete, South Goa-
 403716",2
South Goa,Salcete,Carmona,HOTS000221,Mitchette Holiday Care,"H.No-692/B, Carmona, Salcete, South Goa",2
South Goa,Salcete,Carmona,HOTS000720,Green Valley Guest House,"H.No. 190 B & 190 B1 Kirbhath, Carmona, Salcete,
 South Goa",4
South Goa,Salcete,Carmona,HOTS000822,Eusebius Guest House,"H.No. 361/A, 361/B Ankur Luis Ward, Carmona,
 Salcete, South Goa- 403717",6
South Goa,Salcete,Carmona,HOTS000922,Mymos,"Hn 406/3 Batty Ward, Carmona, Salcete, South Goa-
 403717",3
South Goa,Salcete,Carmona,HOTS000930,Mac Roman Holiday Home,"Xetmalem Ward, Carmona, Salcete, South Goa-
 403717",6
South Goa,Salcete,Carmona,HOTS001081,Glens Home Stay,"H.No. 694 Zalor, Carmona, Salcete, South Goa- 403717",4
South Goa,Salcete,Carmona,HOTS001315,Flat No S3 Zalor Residency Ii,"H.No. 682/S-3, Carmona, Salcete, South Goa- 403717",2
South Goa,Salcete,Carmona,HOTS001374,Zalor Guesthouse,"Villa 5-I-02/102, Colonia Jose Menino Resort, Zalor Beach Road, Varca, Carmona, Salcete, South Goa-
 403721",3
South Goa,Salcete,Carmona,HOTS001379,Esmeraldo Residence,"H.No. 377/C, C(1), C(2), C(3), C(4) C(5), Carmona,
 Salcete, South Goa- 403717",6
South Goa,Salcete,Carmona,HOTS001437,"Georges Carmona Holidays
 Homes","H.No. 389/A02/ F-4 Mm Residency, Carmona, Salcete,
 South Goa- 403717",2
South Goa,Salcete,Carmona,HOTS001562,Villa Unplug,"H.No. 209/B, Demello Ward,, Carmona, Salcete, South
 Goa- 403717",4
South Goa,Salcete,Carmona,HOTS001579,Zallor-Ii,"House No 682 Flat No Ug-2 Zallor-Ii, Carmona Salcete
 Goa, Carmona, Salcete, South Goa- 403717",1
South Goa,Salcete,Carmona,HOTS001582,Lourdes Sara,"H.No 209/A-001, A-101, A-102, A-103, A-104, A-105
 & A-106, Carmona, Salcete, South Goa- 403717",14
South Goa,Salcete,Carmona,HOTS001651,301 Zalor Residency,"Flat 301, 3rd Floor, Zalor Residency, Zalor, Carmona,
 Salcete, South Goa- 403717",1
South Goa,Salcete,Carmona,HOTS001656,Casa Gracias 01,"H.No 153 - FF - 01 Kirbhat, Carmona, Salcete, South
 Goa- 403717",2
South Goa,Salcete,Cavelossim,HOTS000016,Villa 15 Luisa By The Sea,"H. No. 389/B-15-A, Villa 15, Luisa By The Sea, Khandy,
 Cavelossim, Salcete, South Goa- 403731",4
South Goa,Salcete,Cavelossim,HOTS000021,Villa Dream,"H,No. 389/B-21-C Luisa By The Sea, Mobor,
 Cavelossim, Salcete, South Goa- 403731",1
South Goa,Salcete,Cavelossim,HOTS000024,Aryan Villa,"Villa No.2 Luisa By The Sea Khady, Cavelossim,
 Salcete, South Goa",1
South Goa,Salcete,Cavelossim,HOTS000063,Holiday Inn Resort Goa,"Mobor, Cavelossim, Salcete, South Goa- 403731",203
South Goa,Salcete,Cavelossim,HOTS000067,Sao Domingos Holiday Home,"354/1(A-1)Khandy Mobor, Cavelossim, Salcete, South
 Goa",17
South Goa,Salcete,Cavelossim,HOTS000116,Villa Fifty Five,"H.No-389/B,55-C, Khandy, Cavelossim, Salcete, South
 Goa- 403731",3
South Goa,Salcete,Cavelossim,HOTS000117,Villa Seventy,"H.No-389/B 70 D, Khandy, Cavelossim, Salcete, South
 Goa- 403713",1
South Goa,Salcete,Cavelossim,HOTS000174,Radisson Blu Resort Goa,"Cavelossim Beach Mobor, Cavelossim, Salcete, South
 Goa- 403731",132
South Goa,Salcete,Cavelossim,HOTS000176,Jose Holiday Home,"H.No-314/A/F-1, Patrecantem, Cavelossim, Salcete,
 South Goa- 403731",10
South Goa,Salcete,Cavelossim,HOTS000234,Veeniola Guest House,"H.No- 23/A, Tamborim,, Cavelossim, Salcete, South
 Goa- 403731",13
South Goa,Salcete,Cavelossim,HOTS000255,"Royal Goan Beach Resorts LLP
 AT HAATHI MAHAL","Haathi Mahal, Mobor, Cavelossim, Salcete, South Goa-
 403731",149
South Goa,Salcete,Cavelossim,HOTS000283,Jack Place,"H.No-344/B, Bandoi,, Cavelossim, Salcete, South Goa-
 403731",8
South Goa,Salcete,Cavelossim,HOTS000318,Cardozo Inn,"H.No-314/M, Patrecantam, Cavelossim, Salcete, South
 Goa",8
South Goa,Salcete,Cavelossim,HOTS000363,Ibr Guest House,"H.No- 314/L-F-F-1 To 6 First Floor, 314/L-S-F-3,4,5,6
 2nd Floor, Patrecantem, Cavelossim, Salcete, South Goa- 403731",10
South Goa,Salcete,Cavelossim,HOTS000374,Mikes Place,"H.No-360/C, Khandi Mobor, Cavelossim, Salcete,
 South Goa- 403731",8
South Goa,Salcete,Cavelossim,HOTS000387,Vedanta,"H.No-389/B-45-D Luisa By The Sea, Cavelossim,
 Salcete, South Goa",4
South Goa,Salcete,Cavelossim,HOTS000400,Hippo Cool Guest House,"H.No-355/A1 Khandi Mobor, Cavelossim, Salcete,
 South Goa- 403731",3
South Goa,Salcete,Cavelossim,HOTS000406,Villa Anna Maria,"H. No. 128/B-G1,G2 128/Bf-1,Bf2 Gomes Wado,
 Cavelossim, Salcete, South Goa- 403751",4
South Goa,Salcete,Cavelossim,HOTS000407,Shikara Beach Resort,"389/B/S-55 & F-17 Luisa By The Sea, Cavelossim,
 Salcete, South Goa- 403731",12
South Goa,Salcete,Cavelossim,HOTS000408,Anre'S Enclave Guest House,"H.No. 314/C Patrecanto, Cavelossim, Salcete, South
 Goa- 403731",4
South Goa,Salcete,Cavelossim,HOTS000411,Paradise,"H.No-389/B-42-C Luisa By The Sea, Cavelossim,
 Salcete, South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS000426,Novotel Goa Dona Sylvia Resort,"Cavelossim Mobor, Cavelossim, Salcete, South Goa-
 403731",181
South Goa,Salcete,Cavelossim,HOTS000436,Gloria Apartment,"H.No-389/B-F-9, Luisa By The Sea Khandy,
 Cavelossim, Salcete, South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS000444,Goa Villa,"H.No-389/B-36-C, Luisa By The Sea, Cavelossim,
 Salcete, South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS000445,Mukesh Apartment,"H.No-389/B-F-14 Luisa By Sea Apartment No 14,
 Cavelossim, Salcete, South Goa- 403731",1
South Goa,Salcete,Cavelossim,HOTS000484,Quinta De Amor,"H.No-354/1/D Khandy Mobor, Cavelossim, Salcete,
 South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS000495,Villa 14- Siesta,"Villa 14, Siesta ( H.No-389/B-14-A, Luisa By The Sea,
 Cavelossim, Salcete, South Goa- 403731",1
South Goa,Salcete,Cavelossim,HOTS000502,Lobo'S Guest House,"H.No-14/F-1, Tamborim, Cavelossim, Salcete, South
 Goa- 403731",4
South Goa,Salcete,Cavelossim,HOTS000507,Goan Sand Villas,"H.No-389/B-71-C, 389/B-69-C,389/B-68-C,389/B-67-
 D,389/B-65-D,389/B-60-D, Villa 71, Luisa By The Sea, Cavelossim, Salcete, South Goa",6
South Goa,Salcete,Cavelossim,HOTS000510,Dona Sa Maria Holiday Home,"H.No-20/A, Tamborim, Cavelossim, Salcete, South
 Goa- 403731",18
South Goa,Salcete,Cavelossim,HOTS000528,Go Green Spice & Eco Resort,"H.No-64/5, Rodrigues Ward, Cavelossim, Salcete,
 South Goa- 403731",6
South Goa,Salcete,Cavelossim,HOTS000539,The St Regis Goa,"Mobor, Cavelossim, Salcete, South Goa- 403731",206
South Goa,Salcete,Cavelossim,HOTS000546,Old Anchor,"Old Anchor Mobor, Cavelossim, Salcete, South Goa-
 403731",240
South Goa,Salcete,Cavelossim,HOTS000551,Santiago Guest House,"H.No.350/A, Khandi Mobor, Cavelossim, Salcete,
 South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS000564,Luciana'S Resort,"H.No- 354/1/G & 354/1/H, Cavelossim, Salcete, South
 Goa- 403731",9
South Goa,Salcete,Cavelossim,HOTS000566,Casa De Cris,"H No 355-1-A Khandy, Cavelossim, Salcete, South
 Goa- 403731",18
South Goa,Salcete,Cavelossim,HOTS000590,Lobo'S Inn,"H.No-14/A, Tamborim, Cavelossim, Salcete, South
 Goa- 403731",8
South Goa,Salcete,Cavelossim,HOTS000614,M/S Villa Mag`S,"H.No. 300 Patrecantem, Cavelossim, Salcete, South
 Goa",3
South Goa,Salcete,Cavelossim,HOTS000621,Apartment No 7,"389/B-F-07 Luisa By The Sea, Cavelossim, Salcete,
 South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS000714,Exotic Villa,"Royal Crystal H.No 24/D Row House No. 3 Tamborim,
 Cavelossim, Salcete, South Goa- 403731",3
South Goa,Salcete,Cavelossim,HOTS000746,Luciana'S Beach Resort,"H.No. 354/1/E & 354/1/F Khandi Mobar, Cavelossim,
 Salcete, South Goa",14
South Goa,Salcete,Cavelossim,HOTS000780,Sal Riviera,"H.No. 423/1 Mobor, Cavelossim, Salcete, South Goa-
 403731",10
South Goa,Salcete,Cavelossim,HOTS000781,Sal Riviera,"H.No. 423/1 Mobor, Cavelossim, Salcete, South Goa-
 403731",10
South Goa,Salcete,Cavelossim,HOTS000784,Valerias,"H.No. 350 Khandy, Cavelossim, Salcete, South Goa",4
South Goa,Salcete,Cavelossim,HOTS000791,Jas Guest House,"H.No. 360/B-F-1, Cavelossim, Salcete, South Goa-
 403731",4
South Goa,Salcete,Cavelossim,HOTS000813,Sunflower Villa,"H.No. 389/B-29-C, Cavelossim, Salcete, South Goa-
 403731",2
South Goa,Salcete,Cavelossim,HOTS000814,Tobias Villa,"H.No 389/B-61-D, Cavelossim, Salcete, South Goa-
 403731",1
South Goa,Salcete,Cavelossim,HOTS000815,Tobias Villa,"H.No 389/B-61-D, Cavelossim, Salcete, South Goa-
 403731",1
South Goa,Salcete,Cavelossim,HOTS000816,Mayfair Villa,"H.No. 389/B-56-C, Cavelossim, Salcete, South Goa-
 403731",2
South Goa,Salcete,Cavelossim,HOTS000817,Villa Marigold,"H.No. 389/B-62-D, Cavelossim, Salcete, South Goa-
 403731",1
South Goa,Salcete,Cavelossim,HOTS000850,Moonlight,"Villa No. 54 H.No. 389/B/54-D Luisa By The Sea,
 Cavelossim, Salcete, South Goa- 403731",1
South Goa,Salcete,Cavelossim,HOTS000851,Villa Flamingo,"Villa No- 18 H.No. 389/B-18/C Luisa By The Sea,
 Cavelossim, Salcete, South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS000852,Villa-Anand,"H.No. 389/B-51-D Luisa By The Sea Mobor,
 Cavelossim, Salcete, South Goa- 403731",4
South Goa,Salcete,Cavelossim,HOTS000917,Eralax Dreams,"H.No 347/A-F-1 Khandi Mobor, Cavelossim, Salcete,
 South Goa- 403731",4
South Goa,Salcete,Cavelossim,HOTS000952,Neeraj Villa No. 17,"Vill No. 17a Lusia By The Sea, Cavelossim, Salcete,
 South Goa- 403731",4
South Goa,Salcete,Cavelossim,HOTS000973,Riverside,"Flat No. A-002, Ground Floor, Riverside, behind Hati
 Mahal Resorts, Mobor, Cavelossim, Salcete, South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS000974,Riverside,"Survey No. 110/4 Mobor, Cavelossim, Salcete, South
 Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS001060,Villa 25 - Nest,"Villa 25, Nest ( H.No-389/B-25-C), Luisa By The Sea,
 Cavelossim, Salcete, South Goa- 403731",1
South Goa,Salcete,Cavelossim,HOTS001074,Joe'S Home Stay,"H.No.23 Tamborim, Cavelossim, Salcete, South Goa-
 403731",3
South Goa,Salcete,Cavelossim,HOTS001151,Palm Grove Residency,"H.No 142 Dias Ward, Cavelossim, Salcete, South Goa-
 403731",8
South Goa,Salcete,Cavelossim,HOTS001191,Riverside,"Flat No B 202, 2nd Floor, Block B In Building Complex Riverside, Panchayat House No 356/C-S-F-5, Survey No 110/4 ,Mobor, Cavelossim, Cavelossim, Salcete,
 South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS001213,Eufregina Resort,"H.No.321/D-G Tibet, Cavelossim, Salcete, South Goa-
 403731",14
South Goa,Salcete,Cavelossim,HOTS001317,Riverside Apartment,"B-102, Riverside, Near Hathi Mahal, Cavelossim, Salcete - Goa, Cavelossim, Salcete, South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS001323,Gaffino Beach Resort,"H.No 355/1 Khandywaddo, Cavelossim, Salcete, South
 Goa- 403731",10
South Goa,Salcete,Cavelossim,HOTS001324,Mobor Beach Resort,"H.No 314/J Khandywaddo, Cavelossim, Salcete, South
 Goa- 403731",32
South Goa,Salcete,Cavelossim,HOTS001398,Nicos,"H.No. 371/B Mobor, Cavelossim, Salcete, South Goa-
 403731",12
South Goa,Salcete,Cavelossim,HOTS001407,Villa Sharan,"Villa 30, Luisa By The Sea, Cavelossim, Mobor,
 Cavelossim, Salcete, South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS001440,Villa 63,"Villa No. D-63 (House No 389/B-63-D), Luisa By The
 Sea ,, Cavelossim, Salcete, South Goa- 403731",1
South Goa,Salcete,Cavelossim,HOTS001492,Jack'S Place,"H.No. 344/J/S/F/1 Bandoi Vaddo, Cavelossim, Salcete,
 South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS001536,Luisa Apartments And Villas,"Apt. No 06a And 06b Luisa By The Sea Complex
 Mobor, Cavelossim, Salcete, South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS001537,Luisa Apartments And Villas,"Apt No 07a And 07b Luisa By The Sea Complex Mobor,
 Cavelossim, Salcete, South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS001538,Luisa Apartments And Villas,"Apt No 07a And 07b Luisa By The Sea Complex Mobor,
 Cavelossim, Salcete, South Goa- 403731",2
South Goa,Salcete,Cavelossim,HOTS001539,Hema Home Stay,"H.No 344-J-Sf-2, Cavelossim, Salcete, South Goa-
 403731",2
South Goa,Salcete,Cavelossim,HOTS001548,Seascape,"H.No 8 Tamborim, Cavelossim, Salcete, South Goa-
 403731",2
South Goa,Salcete,Cavelossim,HOTS001568,Riverside Apartment,"House No 356, C-S-F-6, Flat B203, Riverside Apartment, Behing Hathi Mahal, Cavelossim, Salcete,
 South Goa- 403731",1
South Goa,Salcete,Cavelossim,HOTS001608,Gratitude Cottage,"H.No. 389/B-66-D Luisa By The Sea Mobor,
 Cavelossim, Salcete, South Goa- 403731",1
South Goa,Salcete,Cavelossim,HOTS001657,Riverside B201,"House No. 356/C-S-F-4, Flat B-201, Riverside Apartment, Behind Hati Mahal Resort, Cavelossim,Salcete, South Goa, Cavelossim, Salcete,
 South Goa- 403731",1
South Goa,Salcete,Colva,HOTS000002,Sea Pearl Hotel,"H.No 476/4 4th Ward, Colva, Salcete, South Goa",7
South Goa,Salcete,Colva,HOTS000045,Hotel Blonel Beach Resort,"H. No. 416/2, Colva, Salcete, South Goa- 403708",20
South Goa,Salcete,Colva,HOTS000053,Jymis Cottages,"H No 432 4th Ward, Colva, Salcete, South Goa- 403708",16
South Goa,Salcete,Colva,HOTS000071,Skylark Resort,"4th Ward, Colva, Salcete, South Goa- 403708",25
South Goa,Salcete,Colva,HOTS000081,Soul Vacation Resort And Spa,"Near Colva Beach, 4th Ward, Colva, Salcete, South
 Goa- 403708",32
South Goa,Salcete,Colva,HOTS000083,Rosman Guest House,"H. No. 31, Novo Vaddo, Sernabatim, Colva, Salcete,
 South Goa- 403708",3
South Goa,Salcete,Colva,HOTS000085,Jomat Guest House,"H.No.162/A, Per Seraulim, Colva, Salcete, South Goa",1
South Goa,Salcete,Colva,HOTS000087,Princess Anju,"Hno.97/8 2nd Ward, Colva, Salcete, South Goa-
 403708",3
South Goa,Salcete,Colva,HOTS000088,Ocean Residency,"H No. 53/41 A Villa Nova Vanelim, Colva, Salcete,
 South Goa- 403708",8
South Goa,Salcete,Colva,HOTS000094,Vailankanni Nest,"H. No. 187/2(A), Near Dando Padriguelem,
 Sernabatim, Colva, Salcete, South Goa",18
South Goa,Salcete,Colva,HOTS000103,Elegant Shades,"H.No.114/1, Ambeaxir Sernabatim, Colva, Salcete,
 South Goa- 403708",8
South Goa,Salcete,Colva,HOTS000108,Casa Yolanda,"H. No. 10/4 Novo Vaddo, Sernabatim, Colva, Salcete,
 South Goa- 403708",4
South Goa,Salcete,Colva,HOTS000115,Casa Roiz Guest House,"H.No-393, 4th Ward, Colva, Salcete, South Goa-
 403708",19
South Goa,Salcete,Colva,HOTS000132,Star Beach Resort,"4th Ward Near Football Ground, Colva, Salcete, South
 Goa- 403708",72
South Goa,Salcete,Colva,HOTS000134,Tommys Guest House,"102/1, 2nd Ward, Colva, Salcete, South Goa- 403708",2
South Goa,Salcete,Colva,HOTS000135,Romeo Guest House,"H. No. 9 Novo Vaddo Sernabatim, Colva, Salcete,
 South Goa- 403708",16
South Goa,Salcete,Colva,HOTS000138,C Roque Resorts,"H.No. 4/2 Sernabhat, Colva, Salcete, South Goa-
 403708",17
South Goa,Salcete,Colva,HOTS000148,Amigo Plaza,"475/1 4th Ward, Colva Beach Road, Colva, Salcete,
 South Goa- 403708",22
South Goa,Salcete,Colva,HOTS000156,Drewlen Guest House,"H. No. 45/1, 1 St Ward, Colva, Salcete, South Goa-
 403708",4
